pop,garden,year,ssp,plotid,ploidy,type,family,subsamp,weight,long,lat,elev,MAT ,MWMT ,MCMT ,TD ,MAP ,MSP ,AHM ,SHM ,DD0 ,DD5 ,DDL18 ,DDG18 ,NFFD ,bFFP ,eFFP ,FFP ,PAS ,EMT ,EXT ,MAR ,Eref ,CMD ,RH ,PPT_wt ,PPT_sp ,PPT_sm ,PPT_at ,DD0_wt ,DD5_sm 
MTT1,Majors,y12,t,62,2x,t2x,MTT-1-8,b,48.6383,-108.8256,45.2056,1240,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
MTT1,Orchard,y12,t,352,2x,t2x,MTT-1-8,b,0.0476,-108.8256,45.2056,1240,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
MTT1,Majors,y13,t,62,2x,t2x,MTT-1-8,b,1.8837,-108.8256,45.2056,1240,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
MTT1,Orchard,y13,t,352,2x,t2x,MTT-1-8,b,0,-108.8256,45.2056,1240,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
MTW1,Orchard,y13,w,366,4x,w4x,MTW-1-2,a,0,-105.1545,45.6545,972,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW1,Orchard,y13,w,366,4x,w4x,MTW-1-2,b,0,-105.1545,45.6545,972,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW1,Orchard,y12,w,406,4x,w4x,MTW-1-5,a,0,-105.1545,45.6545,972,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW1,Orchard,y12,w,406,4x,w4x,MTW-1-5,b,0,-105.1545,45.6545,972,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW1,Majors,y12,w,83,4x,w4x,MTW-1-6,a,0.7973,-105.1545,45.6545,972,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW1,Majors,y12,w,83,4x,w4x,MTW-1-6,b,0.737,-105.1545,45.6545,972,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW1,Majors,y13,w,113,4x,w4x,MTW-1-4,a,0.1938,-105.1545,45.6545,972,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW1,Majors,y13,w,113,4x,w4x,MTW-1-4,b,0.3961,-105.1545,45.6545,972,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW2,Orchard,y12,w,368,4x,w4x,MTW-2-1,a,0.0093,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Orchard,y13,w,368,4x,w4x,MTW-2-1,a,0,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Orchard,y12,w,368,4x,w4x,MTW-2-1,b,0.0018,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Orchard,y13,w,368,4x,w4x,MTW-2-1,b,0,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Majors,y12,w,54,4x,w4x,MTW-2-3,a,2.9106,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Majors,y13,w,54,4x,w4x,MTW-2-3,a,0.6501,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Majors,y12,w,54,4x,w4x,MTW-2-3,b,3.7638,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Majors,y13,w,54,4x,w4x,MTW-2-3,b,5.4857,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Majors,y12,w,174,4x,w4x,MTW-2-7,a,23.808,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Majors,y13,w,174,4x,w4x,MTW-2-7,a,0.2862,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Majors,y12,w,174,4x,w4x,MTW-2-7,b,24.2016,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Majors,y13,w,174,4x,w4x,MTW-2-7,b,0.4221,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Orchard,y13,w,51,4x,w4x,MTW-2-8,a,0.0184,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Orchard,y13,w,51,4x,w4x,MTW-2-8,b,0.006,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Orchard,y12,w,50,4x,w4x,MTW-2-9,a,0,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW2,Orchard,y12,w,50,4x,w4x,MTW-2-9,b,0,-105.8261,46.3223,757,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW3,Orchard,y12,w,288,4x,w4x,MTW-3-1,a,0,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Orchard,y12,w,288,4x,w4x,MTW-3-1,b,0,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Orchard,y13,w,96,4x,w4x,MTW-3-10,a,0.0012,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Orchard,y13,w,96,4x,w4x,MTW-3-10,b,0.0012,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Orchard,y12,w,35,4x,w4x,MTW-3-3,a,0.3542,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Majors,y12,w,147,4x,w4x,MTW-3-5,a,16.9678,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Majors,y13,w,147,4x,w4x,MTW-3-5,a,0.2096,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Majors,y12,w,147,4x,w4x,MTW-3-5,b,38.0722,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Majors,y13,w,147,4x,w4x,MTW-3-5,b,0.0672,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Majors,y12,w,382,4x,w4x,MTW-3-9,a,28.908,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Majors,y13,w,382,4x,w4x,MTW-3-9,a,0.7315,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Orchard,y13,w,329,4x,w4x,MTW-3-9,a,0.003,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Majors,y12,w,382,4x,w4x,MTW-3-9,b,34.4135,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Majors,y13,w,382,4x,w4x,MTW-3-9,b,0.8569,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW3,Orchard,y13,w,329,4x,w4x,MTW-3-9,b,0.002,-108.7832,45.2066,1458,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
NMT1,Majors,y12,w,441,4x,t4x,NMT-1-10,a,13.662,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Majors,y12,w,441,4x,t4x,NMT-1-10,b,17.7882,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Majors,y13,w,172,4x,t4x,NMT-1-3,a,0.432,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Majors,y13,w,172,4x,t4x,NMT-1-3,b,0.924,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Majors,y12,w,46,4x,t4x,NMT-1-5,a,103.0575,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Majors,y13,w,46,4x,t4x,NMT-1-5,a,15.2208,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Majors,y12,w,46,4x,t4x,NMT-1-5,b,39.2805,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Majors,y13,w,46,4x,t4x,NMT-1-5,b,11.2476,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Orchard,y12,w,468,4x,t4x,NMT-1-8,a,0.0063,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Orchard,y13,w,468,4x,t4x,NMT-1-8,a,0.0033,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Orchard,y12,w,468,4x,t4x,NMT-1-8,b,0.0063,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Orchard,y13,w,468,4x,t4x,NMT-1-8,b,0,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Orchard,y12,w,113,4x,t4x,NMT-1-9,a,0.0021,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Orchard,y13,w,113,4x,t4x,NMT-1-9,a,0.0012,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Orchard,y12,w,113,4x,t4x,NMT-1-9,b,0,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT1,Orchard,y13,w,113,4x,t4x,NMT-1-9,b,0,-107.2257,35.9802,2122,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
NMT2,Orchard,y12,w,350,4x,t4x,NMT-2-10,a,0.0756,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Orchard,y13,w,350,4x,t4x,NMT-2-10,a,0.0013,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Orchard,y12,w,350,4x,t4x,NMT-2-10,b,0,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Orchard,y13,w,350,4x,t4x,NMT-2-10,b,0.0026,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Majors,y12,w,44,4x,t4x,NMT-2-4,a,6.7454,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Majors,y13,w,44,4x,t4x,NMT-2-4,a,0.513,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Majors,y12,w,44,4x,t4x,NMT-2-4,b,3.7497,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Majors,y13,w,44,4x,t4x,NMT-2-4,b,0.675,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Orchard,y12,w,99,4x,t4x,NMT-2-6,a,0,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Orchard,y13,w,99,4x,t4x,NMT-2-6,a,0,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Orchard,y12,w,99,4x,t4x,NMT-2-6,b,0,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Majors,y12,w,432,4x,t4x,NMT-2-8,a,25.3191,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Majors,y13,w,432,4x,t4x,NMT-2-8,a,0.108,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Majors,y12,w,432,4x,t4x,NMT-2-8,b,17.8858,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT2,Majors,y13,w,432,4x,t4x,NMT-2-8,b,0.0666,-107.1478,35.7572,1979,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NVT1,Majors,y12,t,291,2x,t2x,NVT-1-1,a,65.1288,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Orchard,y12,t,367,2x,t2x,NVT-1-1,a,0.0638,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Majors,y13,t,291,2x,t2x,NVT-1-1,a,37.7014,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Orchard,y13,t,367,2x,t2x,NVT-1-1,a,0.0076,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Majors,y12,t,291,2x,t2x,NVT-1-1,b,67.1968,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Orchard,y12,t,367,2x,t2x,NVT-1-1,b,0.0044,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Majors,y13,t,291,2x,t2x,NVT-1-1,b,32.7888,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Orchard,y13,t,367,2x,t2x,NVT-1-1,b,0.006,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Majors,y13,t,164,2x,t2x,NVT-1-4,a,14.514,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Majors,y13,t,164,2x,t2x,NVT-1-4,b,24.924,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Majors,y12,t,36,2x,t2x,NVT-1-6,a,130.3204,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Majors,y12,t,36,2x,t2x,NVT-1-6,b,108.6134,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Orchard,y13,t,143,2x,t2x,NVT-1-8,a,7.6534,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Orchard,y13,t,143,2x,t2x,NVT-1-8,b,12.7721,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Orchard,y12,t,114,2x,t2x,NVT-1-9,a,2.1819,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT1,Orchard,y12,t,114,2x,t2x,NVT-1-9,b,1.6758,-117.8517,39.2922,1629,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
NVT2,Majors,y12,t,301,2x,t2x,NVT-2-10,a,144.6774,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Majors,y13,t,301,2x,t2x,NVT-2-10,a,0.6453,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Majors,y12,t,301,2x,t2x,NVT-2-10,b,229.0596,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Majors,y13,t,301,2x,t2x,NVT-2-10,b,0.2241,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Orchard,y12,t,341,2x,t2x,NVT-2-3,a,0.9912,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Orchard,y13,t,341,2x,t2x,NVT-2-3,a,3.0785,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Orchard,y12,t,341,2x,t2x,NVT-2-3,b,2.3832,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Orchard,y13,t,341,2x,t2x,NVT-2-3,b,2.3265,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Majors,y12,t,218,2x,t2x,NVT-2-4,a,2.352,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Majors,y13,t,218,2x,t2x,NVT-2-4,a,8.741,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Majors,y12,t,218,2x,t2x,NVT-2-4,b,2.7412,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Majors,y13,t,218,2x,t2x,NVT-2-4,b,6.7145,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Orchard,y12,t,215,2x,t2x,NVT-2-7,a,13.6304,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
NVT2,Orchard,y13,t,215,2x,t2x,NVT-2-7,a,2.8917,-115.3921,38.7971,1797,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
